Manuf,Vendor Part No,Description,List Price
Palo Alto Networks,PAN-GPCS-USER-D-USG-3YR,"GlobalProtect cloud service for mobile users, tier D, 3-year, TP, URL, WF, GP, includes US Government Premium support, per user",286.8900
Palo Alto Networks,PAN-GPCS-USER-D-USG-3YR-R,"GlobalProtect cloud service for mobile users, tier D, 3-year Renewal, TP, URL, WF, GP, includes US Government Premium support, per
user",286.8900
Palo Alto Networks,PAN-GPCS-USER-E-1YR,"GlobalProtect cloud service for mobile users, tier E, 1-year, TP, URL, WF, GP, includes Premium support, per user",80.0000
,,,
Palo Alto Networks,PAN-GPCS-USER-E-1YR-R,"GlobalProtect cloud service for mobile users, tier E, 1-year Renewal, TP, URL, WF, GP, includes Premium support, per user",80.0000
Palo Alto Networks,PAN-GPCS-USER-E-3YR,"GlobalProtect cloud service for mobile users, tier E, 3-year, TP, URL, WF, GP, includes Premium support, per user",240.0000
Palo Alto Networks,PAN-GPCS-USER-E-3YR-R,"GlobalProtect cloud service for mobile users, tier E, 3-year Renewal, TP, URL, WF, GP, includes Premium support, per user",240.0000
Palo Alto Networks,PAN-GPCS-USER-E-USG-1YR,"GlobalProtect cloud service for mobile users, tier E, 1-year, TP, URL, WF, GP, includes US Government Premium support, per user",90.0000
Palo Alto Networks,PAN-GPCS-USER-E-USG-1YR-R,"GlobalProtect cloud service for mobile users, tier E, 1-year Renewal, TP, URL, WF, GP, includes US Government Premium support, per
user",90.0000
Palo Alto Networks,PAN-GPCS-USER-E-USG-3YR,"GlobalProtect cloud service for mobile users, tier E, 3-year, TP, URL, WF, GP, includes US Government Premium support, per user",270.0000
Palo Alto Networks,PAN-GPCS-USER-E-USG-3YR-R,"GlobalProtect cloud service for mobile users, tier E, 3-year Renewal, TP, URL, WF, GP, includes US Government Premium support, per
user",270.0000
Palo Alto Networks,PAN-GPCS-USER-F-1YR,"GlobalProtect cloud service for mobile users, tier F, 1-year, TP, URL, WF, GP, includes Premium support, per user",73.0000
Palo Alto Networks,PAN-GPCS-USER-F-1YR-R,"GlobalProtect cloud service for mobile users, tier F, 1-year Renewal, TP, URL, WF, GP, includes Premium support, per user",73.0000
Palo Alto Networks,PAN-GPCS-USER-F-3YR,"GlobalProtect cloud service for mobile users, tier F, 3-year, TP, URL, WF, GP, includes Premium support, per user",219.0000
Palo Alto Networks,PAN-GPCS-USER-F-3YR-R,"GlobalProtect cloud service for mobile users, tier F, 3-year Renewal, TP, URL, WF, GP, includes Premium support, per user",219.0000
Palo Alto Networks,PAN-GPCS-USER-F-USG-1YR,"GlobalProtect cloud service for mobile users, tier F, 1-year, TP, URL, WF, GP, includes US Government Premium support, per user",82.1300
Palo Alto Networks,PAN-GPCS-USER-F-USG-1YR-R,"GlobalProtect cloud service for mobile users, tier F, 1-year Renewal, TP, URL, WF, GP, includes US Government Premium support, per
user",82.1300
Palo Alto Networks,PAN-GPCS-USER-F-USG-3YR,"GlobalProtect cloud service for mobile users, tier F, 3-year, TP, URL, WF, GP, includes US Government Premium support, per user",246.3900
Palo Alto Networks,PAN-GPCS-USER-F-USG-3YR-R,"GlobalProtect cloud service for mobile users, tier F, 3-year Renewal, TP, URL, WF, GP, includes US Government Premium support, per
user",246.3900
Palo Alto Networks,PAN-LGS-1TB-1YR,"Logging Service with 1TB of storage, 1-year, includes Premium Support",2000.0000
Palo Alto Networks,PAN-LGS-1TB-1YR-R,"Logging Service with 1TB of storage, 1-year renewal, includes Premium Support",2000.0000
Palo Alto Networks,PAN-LGS-1TB-3YR,"Logging Service with 1TB of storage, 3-year, includes Premium Support",6000.0000
Palo Alto Networks,PAN-LGS-1TB-3YR-R,"Logging Service with 1TB of storage, 3-year renewal, includes Premium Support",6000.0000
Palo Alto Networks,PAN-LGS-1TB-USG-1YR,"Logging Service with 1TB of storage, 1-year, includes US Government Premium Support",2250.0000
Palo Alto Networks,PAN-LGS-1TB-USG-1YR-R,"Logging Service with 1TB of storage, 1-year renewal, includes US Government Premium Support",2250.0000
Palo Alto Networks,PAN-LGS-1TB-USG-3YR,"Logging Service with 1TB of storage, 3-year, includes US Government Premium Support",6750.0000
Palo Alto Networks,PAN-LGS-1TB-USG-3YR-R,"Logging Service with 1TB of storage, 3-year renewal, includes US Government Premium Support",6750.0000
Palo Alto Networks,PAN-AF-1YR,Palo Alto Networks AutoFocus Threat Intelligence Service Standard subscription 1 year,35000.0000
Palo Alto Networks,PAN-AF-1YR-R,Palo Alto Networks AutoFocus Threat Intelligence Service Standard subscription renewal 1 year,35000.0000
Palo Alto Networks,PAN-AF-3YR,Palo Alto Networks AutoFocus Threat Intelligence Service Standard subscription 3 year,84000.0000
Palo Alto Networks,PAN-AF-3YR-R,Palo Alto Networks AutoFocus Threat Intelligence Service Standard subscription renewal 3 year,84000.0000
Palo Alto Networks,PAN-AF-5YR,Palo Alto Networks AutoFocus Threat Intelligence Service Standard subscription 5 year,140000.0000
Palo Alto Networks,PAN-AF-5YR-R,Palo Alto Networks AutoFocus Threat Intelligence Service Standard subscription renewal 5 year,140000.0000
Palo Alto Networks,PAN-AF-ENT-1YR,Palo Alto Networks AutoFocus Threat Intelligence Service Enterprise subscription 1 year,525000.0000
Palo Alto Networks,PAN-AF-ENT-1YR-R,Palo Alto Networks AutoFocus Threat Intelligence Service Enterprise subscription renewal 1 year,525000.0000
Palo Alto Networks,PAN-AF-ENT-3YR,Palo Alto Networks AutoFocus Threat Intelligence Service Enterprise subscription 3 year,1260000.0000
Palo Alto Networks,PAN-AF-ENT-3YR-R,Palo Alto Networks AutoFocus Threat Intelligence Service Enterprise subscription renewal 3 year,1260000.0000
Palo Alto Networks,PAN-AF-ENT-5YR,Palo Alto Networks AutoFocus Threat Intelligence Service Enterprise subscription 5 year,2100000.0000
Palo Alto Networks,PAN-AF-ENT-5YR-R,Palo Alto Networks AutoFocus Threat Intelligence Service Enterprise subscription renewal 5 year,2100000.0000
Palo Alto Networks,PAN-M-100-HDC,"M-100 Spare hard drive carrier, holds a single drive",100.0000
Palo Alto Networks,PAN-M-100-HDD-1TB-D,"M-100, M-500, and WF-500 spare 1TB Raid certified drives, pair",1750.0000
Palo Alto Networks,PAN-2.5IN-HDD-2TB-PAIR,"2.5 inch spare 2TB HDD Raid certified drives for M-Series and PA-5200 Series, shipped in pair",2600.0000
Palo Alto Networks,PAN-2.5IN-SSD-240GB-PAIR,"2.5 inch spare 240GB SSD drives for PA-5200 Series, shipped in pair",1000.0000
Palo Alto Networks,PAN-M-100-RCK,"M-100 spare rack mount kit, holds one device (supports 2 and 4 post racks)",150.0000
Palo Alto Networks,PAN-WF-500-HDC,"WF-500 and M-500 pair of spare hard drive carriers, each holds single drive",100.0000
Palo Alto Networks,PAN-WF-500-PWR-AC,WF-500 and M-500 spare AC power supply,1500.0000
Palo Alto Networks,PAN-WF-500-RCK2,"WF-500 and M-500 spare rack mount kit, holds one device (supports 2 post racks)",150.0000
Palo Alto Networks,PAN-WF-500-RCK4,"WF-500 and M-500 spare rack mount kit, holds one device (supports 4 post racks)",150.0000
Palo Alto Networks,PAN-PWR-500W-AC,PA-850 500W spare power supply,500.0000
Palo Alto Networks,PAN-FIPS-KIT-2000,FIPS hardware kit for the PA-2000 Series,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-3000,FIPS hardware kit for the PA-3000 Series,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-3060,FIPS hardware kit for the PA-3060,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-4000,FIPS hardware kit for the PA-4000 Series,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-500,FIPS hardware kit for the PA-500,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-5000,FIPS hardware kit for the PA-5000 Series,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-7050,FIPS hardware kit for the PA-7050 Chassis,4500.0000
Palo Alto Networks,PAN-FIPS-KIT-7080,FIPS hardware kit for the PA-7080 Chassis,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-M-100,FIPS hardware kit for the M-100,2500.0000
Palo Alto Networks,PAN-FIPS-KIT-M-500,FIPS hardware kit for the M-500/WF-500 platforms,2500.0000
Palo Alto Networks,PAN-PA-2000-HDD-TR,"PA-2000 Spare Hard Disk, Imaged",1000.0000
Palo Alto Networks,PAN-PA-5000-FAN,PA-5000 Series spare fan tray including filter,1500.0000
Palo Alto Networks,PAN-PA-5000-FLTR,PA-5000 Series spare filter,200.0000
Palo Alto Networks,PAN-PA-5200-FANTRAY,PA-5200 Series spare fan tray,1500.0000
Palo Alto Networks,PAN-PA-5200-FLTR,PA-5200 Series Filter Kit. Includes 2 filter frames and media.,200.0000
Palo Alto Networks,PAN-PA-5200-FLTR-MEDIA,PA-5200 Series Filter Media Kit. Includes quantity 10 filter media. Does NOT include filter frames.,100.0000
Palo Alto Networks,PAN-PA-3060-PWR-AC,PA-3060 spare AC power supply,1000.0000
Palo Alto Networks,PAN-PA-4000-PWR-AC,PA-4000 Series spare power supply,1000.0000
Palo Alto Networks,PAN-PA-5000-PWR-AC,PA-5000 Series spare AC power supply,1500.0000
Palo Alto Networks,PAN-PA-5000-PWR-DC,PA-5000 Series spare DC power supply,1500.0000
Palo Alto Networks,PAN-PA-5000-SSD-120-D,Supersedes PAN-PA-5000-SSD-120. Contains 2 identical 120GB SSD Drives,1000.0000
Palo Alto Networks,PAN-PA-5000-SSD-240-D,Supersedes PAN-PA-5000-SSD-240. Contains 2 identical 240GB SSD Drives,1000.0000
Palo Alto Networks,PAN-PWR-1200W-AC,PA-5200 Series 1200 Watt AC power supply,1500.0000
Palo Alto Networks,PAN-PWR-1200W-DC,PA-5200 Series 1200 Watt DC power supply,1500.0000
Palo Alto Networks,PAN-PA-200-PWR-AC,Palo Alto Networks PA-200 power supply - no power cord,100.0000
Palo Alto Networks,PAN-PA-200-RCK,"Rack mount kit for PA-200, holds one device",150.0000
Palo Alto Networks,PAN-PA-220-PWR-AC,AC power adapter for PA-220,100.0000
Palo Alto Networks,PAN-PA-220-RACKTRAY,Rack mountable tray for up to two PA-220s and 4 power adapters. Supports both 2 post and 4 post racks.,200.0000
Palo Alto Networks,PAN-PA-1RU-RACK4,Palo Alto Networks PA-820 and PA-850 4 post rack mount kit,150.0000
Palo Alto Networks,PAN-PA-5200-RACK4,Palo Alto Networks PA-5200 4 post rack mount kit.,150.0000
Palo Alto Networks,PAN-PA-7050-AC-CVR,Cover for AC power receptacles on rear of PA-7050 chassis when configured with DC power supplies,200.0000
Palo Alto Networks,PAN-PWR-DC-CBL-A,"Power cable harness with connector for PAN-7050-PWR25-DC and 15 feet leads, customer must terminate",60.0000
Palo Alto Networks,PAN-PA-7080-CBL-MGR,"PA-7080, one (1) upper and one (1) lower cable manager for PA-7080 chassis",400.0000
Palo Alto Networks,PAN-PWR-C19-AUS,"Power cord with IEC-60320 C19 and AS/NZS 4417 cord ends, 3 meters",25.0000
Palo Alto Networks,PAN-PWR-C19-BR,"Power Cord, Brazil, 16A, 250V, NBR14136 (IEC 60906-1) to IEC-60320-C19, 10-FT, Brazilian INMETRO certified",25.0000
Palo Alto Networks,PAN-PWR-C19-EU,"Power cord with IEC-60320 C19 and CEE 7/7 SCHUKO cord ends, 3 meters",25.0000
Palo Alto Networks,PAN-PWR-C19-JP,"Power cord with IEC-60320 C19 and NEMA L6-20P cord ends, 3 meters",25.0000
Palo Alto Networks,PAN-PWR-C19-JP-120V,"Power Cord, Japan, 15A, 125V, JISC8303 to C19, 10ft, PSE Certified",25.0000
Palo Alto Networks,PAN-PWR-C19-TW,"Power cord with IEC-60320 C19 and CNS 10917-3 cord ends, 3 meters",25.0000
,,,
Palo Alto Networks,PAN-PWR-C19-UK,"Power cord with IEC-60320 C19 and BS 1363 UK13 cord ends, 3 meters",25.0000
Palo Alto Networks,PAN-PWR-C19-US,"Power cord with IEC-60320 C19 and NEMA 6-20P cord ends, 3 meters",25.0000
Palo Alto Networks,PAN-PWR-C19-US-L,"Power cord with IEC-60320 C19 and locking NEMA L6-20P cord ends, 3 meters",25.0000
Palo Alto Networks,PAN-PWR-C19-US-120V,"Power Cord, North America, 15A, 125V, C19 to NEMA 5-15P, 10ft",25.0000
Palo Alto Networks,PAN-PWR-C19-C14,"Power Cord, North America, 15A, 250V, IEC C19 to IEC C14, 10ft",25.0000
Palo Alto Networks,PAN-PWR-C19-C20,"Power Cord, North America, 20A, 250V, IEC C19 to IEC C20, 10ft",25.0000
Palo Alto Networks,PAN-PWR-C13-C14,"Power cord for PDU with IEC-60320 C13 and IEC-60320 C13 cord ends,15A, 250V max, 10ft",25.0000
Palo Alto Networks,PAN-PWR-CORD-AUS,"Power cord for Australia with IEC-60320 C13 and AS/NZS 4417 cord ends, 10A, 250V max, 6ft",0.0000
Palo Alto Networks,PAN-PWR-CORD-EU,"Power cord for Continental Europe with IEC-60320 C13 and CEE 7/7 SCHUKO cord ends,10A, 250V max, 6ft",0.0000
Palo Alto Networks,PAN-PWR-CORD-JP-15,"Power cord for Japan with IEC-60320 C13 and JISC8303 cord ends, 15A, 125V max, 6ft",0.0000
Palo Alto Networks,PAN-PWR-CORD-SUI,"Power cord for Switzerland with IEC-60320 C13 and SEV1011 cord ends, 10A, 250V max, 6ft",0.0000
Palo Alto Networks,PAN-PWR-CORD-TW-15,"Power cord for Taiwan with IEC-60320 C13 and CNS 10917 cord ends, 15A, 125V max, 6ft",0.0000
Palo Alto Networks,PAN-PWR-CORD-UK,"Power cord for United Kingdom with IEC-60320 C13 and BS 1363 UK13 cord ends, 10A, 250V max, 6ft",0.0000
Palo Alto Networks,PAN-PWR-CORD-US,"Power cord for North America with IEC-60320 C13 and NEMA 5-15P cord ends, 10A, 125V max, 6ft",0.0000
Palo Alto Networks,PAN-PWR-CORD-US-13A,"Power cord for North America with IEC-60320 C13 and NEMA 5-15P cord ends, 13A, 125V max, 6ft",0.0000
Palo Alto Networks,PAN-AIRDUCT,"Passive air duct to redirect air flow changing from side to side to front to rear, requires 14RU of rack space.",2000.0000
Palo Alto Networks,PAN-M-100-ACC,M-100 Spare accessory kit,50.0000
Palo Alto Networks,PAN-M-500-ACC,M-500 Spare accessory kit,50.0000
Palo Alto Networks,PAN-WF-500-ACC,WF-500 Spare accessory kit,50.0000
Palo Alto Networks,PAN-PA-200-ACC,Accessory kit for PA-200,50.0000
Palo Alto Networks,PAN-PA-220-ACC,Accessory kit for PA-220,125.0000
Palo Alto Networks,PAN-PA-500-ACC,Accessory kit for PA-500,50.0000
Palo Alto Networks,PAN-PA-800-ACC,Accessory kit for PA-820 and PA-850,100.0000
Palo Alto Networks,PAN-PA-3020-ACC,Accessory kit for PA-3020,50.0000
Palo Alto Networks,PAN-PA-3050-ACC,Accessory kit for PA-3050,50.0000
Palo Alto Networks,PAN-PA-3060-ACC,Accessory kit for PA-3060,50.0000
Palo Alto Networks,PAN-PA-5020-ACC,Accessory kit for PA-5020,50.0000
Palo Alto Networks,PAN-PA-5050-ACC,Accessory kit for PA-5050,50.0000
Palo Alto Networks,PAN-PA-5060-ACC,Accessory kit for PA-5060,50.0000
Palo Alto Networks,PAN-PA-5200-ACC,PA-5200 Series Accessory Kit,50.0000
Palo Alto Networks,PAN-PA-7050-ACC,Accessory kit for PA-7050,75.0000
Palo Alto Networks,PAN-PA-7080-ACC,Accessory kit for PA-7080,75.0000
Palo Alto Networks,PAN-PA-2020-VSYS-5,Virtual systems upgrade - Additional 5 virtual systems (1 to 6) for PA-2020,7500.0000
Palo Alto Networks,PAN-PA-2050-VSYS-5,Virtual systems upgrade - Additional 5 virtual systems (1 to 6) for PA-2050,7500.0000
Palo Alto Networks,PAN-PA-3020-VSYS-5,Virtual systems upgrade - Additional 5 virtual systems (1 to 6) for PA-3020,7500.0000
Palo Alto Networks,PAN-PA-3050-VSYS-5,Virtual systems upgrade - Additional 5 virtual systems (1 to 6) for PA-3050,7500.0000
Palo Alto Networks,PAN-PA-3060-VSYS-5,Virtual systems upgrade - Additional 5 virtual systems (1 to 6) for PA-3060,11250.0000
Palo Alto Networks,PAN-PA-4020-VSYS-10,Virtual systems upgrade - Additional 10 virtual systems (10 to 20) for PA-4020,15000.0000
Palo Alto Networks,PAN-PA-4050-VSYS-100,Virtual systems upgrade - Additional 100 virtual systems for PA-4050 (max 125 per device),65000.0000
Palo Alto Networks,PAN-PA-4050-VSYS-50,Virtual systems upgrade - Additional 50 virtual systems for PA-4050 (max 125 per device),45000.0000
Palo Alto Networks,PAN-PA-4060-VSYS-100,Virtual systems upgrade - Additional 100 virtual systems for PA-4060 (max 125 per device),65000.0000
Palo Alto Networks,PAN-PA-4060-VSYS-50,Virtual systems upgrade - Additional 50 virtual systems for PA-4060 (max 125 per device),45000.0000
Palo Alto Networks,PAN-PA-5020-VSYS-10,Virtual systems upgrade - Additional 10 virtual systems (10 to 20) for PA-5020,15000.0000
Palo Alto Networks,PAN-PA-5050-VSYS-50,Virtual systems upgrade - Additional 50 virtual systems for PA-5050 (max 125 per device),45000.0000
Palo Alto Networks,PAN-PA-5050-VSYS-100,Virtual systems upgrade - Additional 100 virtual systems for PA-5050 (max 125 per device),65000.0000
Palo Alto Networks,PAN-PA-5060-VSYS-50,Virtual systems upgrade - Additional 50 virtual systems for PA-5060 (max 225 per device),45000.0000
Palo Alto Networks,PAN-PA-5060-VSYS-100,Virtual systems upgrade - Additional 100 virtual systems for PA-5060 (max 225 per device),65000.0000
Palo Alto Networks,PAN-PA-5060-VSYS-200,Virtual systems upgrade - Additional 200 virtual systems for PA-5060 (max 225 per device),95000.0000
Palo Alto Networks,PAN-PA-5220-VSYS-10,Virtual systems upgrade - Additional 10 virtual systems (10 to 20) for PA-5220,18750.0000
Palo Alto Networks,PAN-PA-5250-VSYS-50,Virtual systems upgrade - Additional 50 virtual systems for PA-5250 (max 125 per device),62500.0000
Palo Alto Networks,PAN-PA-5250-VSYS-100,Virtual systems upgrade - Additional 100 virtual systems for PA-5250 (max 125 per device),90000.0000
Palo Alto Networks,PAN-PA-5260-VSYS-50,Virtual systems upgrade - Additional 50 virtual systems for PA-5260 (max 225 per device),62500.0000
Palo Alto Networks,PAN-PA-5260-VSYS-100,Virtual systems upgrade - Additional 100 virtual systems for PA-5260 (max 225 per device),90000.0000
Palo Alto Networks,PAN-PA-5260-VSYS-200,Virtual systems upgrade - Additional 200 virtual systems for PA-5260 (max 225 per device),131500.0000
Palo Alto Networks,PAN-PA-7050-VSYS-50,Virtual systems upgrade - Additional 50 virtual systems for PA-7050 (max 225 per device),45000.0000
Palo Alto Networks,PAN-PA-7050-VSYS-100,Virtual systems upgrade - Additional 100 virtual systems for PA-7050 (max 225 per device),65000.0000
Palo Alto Networks,PAN-PA-7050-VSYS-200,Virtual systems upgrade - Additional 200 virtual systems for PA-7050 (max 225 per device),95000.0000
